instant_daily,date,season_daily,year_daily,month_daily,holiday_daily,weekday_daily,workingday_daily,weather_daily,temp_daily,atemp_daily,humidity_daily,windspeed_daily,nonmember_daily,member_daily,total_count_daily,instant_hourly,season_hourly,year_hourly,month_hourly,hour,holiday_hourly,weekday_hourly,workingday_hourly,weather_hourly,temp_hourly,atemp_hourly,humidity_hourly,windspeed_hourly,nonmember_hourly,member_hourly,total_count_hourly
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,17,Spring,2011,Jan,16:00 - 20:00,No,Sunday,No,Mist,17.22,21.21,82.0,19.999499999999998,41,52,93
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,18,Spring,2011,Jan,16:00 - 20:00,No,Sunday,No,Mist,18.04,21.97,82.0,19.0012,15,52,67
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,19,Spring,2011,Jan,16:00 - 20:00,No,Sunday,No,Light Rain,17.22,21.21,88.0,16.997899999999998,9,26,35
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,20,Spring,2011,Jan,16:00 - 20:00,No,Sunday,No,Light Rain,17.22,21.21,88.0,16.997899999999998,6,31,37
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,21,Spring,2011,Jan,20:00 - 00:00,No,Sunday,No,Mist,16.400000000000002,20.455000000000002,87.0,16.997899999999998,11,25,36
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,22,Spring,2011,Jan,20:00 - 00:00,No,Sunday,No,Mist,16.400000000000002,20.455000000000002,87.0,12.998000000000001,3,31,34
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,23,Spring,2011,Jan,20:00 - 00:00,No,Sunday,No,Mist,16.400000000000002,20.455000000000002,94.0,15.001299999999999,11,17,28
1,2011-01-01,Spring,2011,Jan,No,Sunday,No,Mist,0.344167,0.363625,0.805833,0.160446,331,654,985,24,Spring,2011,Jan,20:00 - 00:00,No,Sunday,No,Mist,18.86,22.725,88.0,19.999499999999998,15,24,39
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,25,Spring,2011,Jan,00:00 - 04:00,No,Monday,No,Mist,18.86,22.725,88.0,19.999499999999998,4,13,17
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,26,Spring,2011,Jan,00:00 - 04:00,No,Monday,No,Mist,18.04,21.97,94.0,16.997899999999998,1,16,17
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,27,Spring,2011,Jan,00:00 - 04:00,No,Monday,No,Mist,17.22,21.21,100.0,19.0012,1,8,9
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,28,Spring,2011,Jan,00:00 - 04:00,No,Monday,No,Mist,18.86,22.725,94.0,12.998000000000001,2,4,6
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,29,Spring,2011,Jan,04:00 - 08:00,No,Monday,No,Mist,18.86,22.725,94.0,12.998000000000001,2,1,3
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,30,Spring,2011,Jan,04:00 - 08:00,No,Monday,No,Light Rain,17.22,21.21,77.0,19.999499999999998,0,2,2
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,31,Spring,2011,Jan,04:00 - 08:00,No,Monday,No,Mist,16.400000000000002,20.455000000000002,76.0,12.998000000000001,0,1,1
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,32,Spring,2011,Jan,08:00 - 12:00,No,Monday,No,Light Rain,16.400000000000002,20.455000000000002,71.0,15.001299999999999,0,8,8
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,33,Spring,2011,Jan,08:00 - 12:00,No,Monday,No,Mist,15.58,19.695,76.0,15.001299999999999,1,19,20
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,34,Spring,2011,Jan,08:00 - 12:00,No,Monday,No,Mist,14.76,17.424999999999997,81.0,15.001299999999999,7,46,53
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,35,Spring,2011,Jan,08:00 - 12:00,No,Monday,No,Mist,14.76,16.665,71.0,16.997899999999998,16,54,70
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,36,Spring,2011,Jan,12:00 - 16:00,No,Monday,No,Mist,14.76,16.665,66.0,19.999499999999998,20,73,93
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,37,Spring,2011,Jan,12:00 - 16:00,No,Monday,No,Mist,14.76,17.424999999999997,66.0,8.9981,11,64,75
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,38,Spring,2011,Jan,12:00 - 16:00,No,Monday,No,Light Rain,14.76,17.424999999999997,76.0,12.998000000000001,4,55,59
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,39,Spring,2011,Jan,12:00 - 16:00,No,Monday,No,Light Rain,13.940000000000001,16.665,81.0,11.0014,19,55,74
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,40,Spring,2011,Jan,16:00 - 20:00,No,Monday,No,Light Rain,13.940000000000001,16.665,71.0,11.0014,9,67,76
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,41,Spring,2011,Jan,16:00 - 20:00,No,Monday,No,Clear,13.940000000000001,16.665,56.99999999999999,12.998000000000001,7,58,65
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,42,Spring,2011,Jan,16:00 - 20:00,No,Monday,No,Mist,14.76,16.665,46.0,22.0028,10,43,53
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,43,Spring,2011,Jan,16:00 - 20:00,No,Monday,No,Clear,13.120000000000001,14.395,42.0,30.002599999999997,1,29,30
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,44,Spring,2011,Jan,20:00 - 00:00,No,Monday,No,Clear,12.299999999999999,13.635,39.0,23.9994,5,17,22
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,45,Spring,2011,Jan,20:00 - 00:00,No,Monday,No,Clear,10.66,11.365,44.0,22.0028,11,20,31
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,46,Spring,2011,Jan,20:00 - 00:00,No,Monday,No,Clear,9.84,10.605,44.0,19.999499999999998,0,9,9
2,2011-01-02,Spring,2011,Jan,No,Monday,No,Mist,0.363478,0.353739,0.696087,0.248539,131,670,801,47,Spring,2011,Jan,20:00 - 00:00,No,Monday,No,Clear,9.02,11.365,47.0,11.0014,0,8,8
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,48,Spring,2011,Jan,00:00 - 04:00,No,Tuesday,Yes,Clear,9.02,9.85,44.0,23.9994,0,5,5
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,49,Spring,2011,Jan,00:00 - 04:00,No,Tuesday,Yes,Clear,8.200000000000001,8.334999999999999,44.0,27.999299999999998,0,2,2
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,50,Spring,2011,Jan,04:00 - 08:00,No,Tuesday,Yes,Clear,6.5600000000000005,6.819999999999999,47.0,26.0027,0,1,1
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,51,Spring,2011,Jan,04:00 - 08:00,No,Tuesday,Yes,Clear,6.5600000000000005,6.819999999999999,47.0,19.0012,0,3,3
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,52,Spring,2011,Jan,04:00 - 08:00,No,Tuesday,Yes,Clear,5.74,5.305,50.0,26.0027,0,30,30
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,53,Spring,2011,Jan,04:00 - 08:00,No,Tuesday,Yes,Clear,5.74,6.819999999999999,50.0,12.998000000000001,1,63,64
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,54,Spring,2011,Jan,08:00 - 12:00,No,Tuesday,Yes,Clear,5.74,6.0600000000000005,50.0,19.0012,1,153,154
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,55,Spring,2011,Jan,08:00 - 12:00,No,Tuesday,Yes,Clear,6.5600000000000005,6.819999999999999,43.0,26.0027,7,81,88
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,56,Spring,2011,Jan,08:00 - 12:00,No,Tuesday,Yes,Clear,7.38,8.334999999999999,43.0,16.997899999999998,11,33,44
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,57,Spring,2011,Jan,08:00 - 12:00,No,Tuesday,Yes,Clear,8.200000000000001,9.09,40.0,22.0028,10,41,51
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,58,Spring,2011,Jan,12:00 - 16:00,No,Tuesday,Yes,Clear,9.02,10.605,35.0,19.999499999999998,13,48,61
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,59,Spring,2011,Jan,12:00 - 16:00,No,Tuesday,Yes,Clear,9.84,10.605,35.0,19.0012,8,53,61
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,60,Spring,2011,Jan,12:00 - 16:00,No,Tuesday,Yes,Clear,10.66,12.120000000000001,30.0,19.0012,11,66,77
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,61,Spring,2011,Jan,12:00 - 16:00,No,Tuesday,Yes,Clear,10.66,12.120000000000001,30.0,16.997899999999998,14,58,72
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,62,Spring,2011,Jan,16:00 - 20:00,No,Tuesday,Yes,Clear,10.66,12.120000000000001,30.0,16.997899999999998,9,67,76
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,63,Spring,2011,Jan,16:00 - 20:00,No,Tuesday,Yes,Clear,9.84,11.365,30.0,15.001299999999999,11,146,157
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,64,Spring,2011,Jan,16:00 - 20:00,No,Tuesday,Yes,Clear,9.84,12.879999999999999,32.0,7.0015,9,148,157
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,65,Spring,2011,Jan,16:00 - 20:00,No,Tuesday,Yes,Clear,8.200000000000001,12.879999999999999,47.0,0.0,8,102,110
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,66,Spring,2011,Jan,20:00 - 00:00,No,Tuesday,Yes,Clear,8.200000000000001,11.365,47.0,7.0015,3,49,52
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,67,Spring,2011,Jan,20:00 - 00:00,No,Tuesday,Yes,Clear,7.38,9.85,64.0,8.9981,3,49,52
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,68,Spring,2011,Jan,20:00 - 00:00,No,Tuesday,Yes,Clear,5.74,7.575,69.0,8.9981,0,20,20
3,2011-01-03,Spring,2011,Jan,No,Tuesday,Yes,Clear,0.196364,0.189405,0.437273,0.248309,120,1229,1349,69,Spring,2011,Jan,20:00 - 00:00,No,Tuesday,Yes,Clear,7.38,10.605,55.00000000000001,7.0015,1,11,12
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,70,Spring,2011,Jan,00:00 - 04:00,No,Wednesday,Yes,Clear,6.5600000000000005,9.09,55.00000000000001,7.0015,0,5,5
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,71,Spring,2011,Jan,00:00 - 04:00,No,Wednesday,Yes,Clear,6.5600000000000005,9.09,59.0,7.0015,0,2,2
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,72,Spring,2011,Jan,00:00 - 04:00,No,Wednesday,Yes,Clear,5.74,7.575,63.0,8.9981,0,1,1
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,73,Spring,2011,Jan,04:00 - 08:00,No,Wednesday,Yes,Clear,5.74,9.09,63.0,6.0032,0,2,2
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,74,Spring,2011,Jan,04:00 - 08:00,No,Wednesday,Yes,Clear,4.92,7.575,68.0,7.0015,0,4,4
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,75,Spring,2011,Jan,04:00 - 08:00,No,Wednesday,Yes,Clear,4.92,7.575,74.0,7.0015,0,36,36
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,76,Spring,2011,Jan,04:00 - 08:00,No,Wednesday,Yes,Clear,4.92,7.575,74.0,8.9981,2,92,94
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,77,Spring,2011,Jan,08:00 - 12:00,No,Wednesday,Yes,Clear,5.74,7.575,69.0,11.0014,2,177,179
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,78,Spring,2011,Jan,08:00 - 12:00,No,Wednesday,Yes,Clear,6.5600000000000005,7.575,64.0,15.001299999999999,2,98,100
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,79,Spring,2011,Jan,08:00 - 12:00,No,Wednesday,Yes,Mist,6.5600000000000005,6.819999999999999,69.0,22.0028,5,37,42
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,80,Spring,2011,Jan,08:00 - 12:00,No,Wednesday,Yes,Clear,9.02,10.605,51.0,19.999499999999998,7,50,57
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,81,Spring,2011,Jan,12:00 - 16:00,No,Wednesday,Yes,Clear,9.02,11.365,51.0,11.0014,12,66,78
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,82,Spring,2011,Jan,12:00 - 16:00,No,Wednesday,Yes,Clear,9.84,11.365,56.00000000000001,12.998000000000001,18,79,97
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,83,Spring,2011,Jan,12:00 - 16:00,No,Wednesday,Yes,Clear,10.66,12.879999999999999,52.0,15.001299999999999,9,54,63
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,84,Spring,2011,Jan,12:00 - 16:00,No,Wednesday,Yes,Clear,11.48,13.635,52.0,16.997899999999998,17,48,65
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,85,Spring,2011,Jan,16:00 - 20:00,No,Wednesday,Yes,Clear,12.299999999999999,14.395,49.0,16.997899999999998,15,68,83
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,86,Spring,2011,Jan,16:00 - 20:00,No,Wednesday,Yes,Clear,11.48,13.635,48.0,15.001299999999999,10,202,212
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,87,Spring,2011,Jan,16:00 - 20:00,No,Wednesday,Yes,Clear,10.66,12.879999999999999,48.0,12.998000000000001,3,179,182
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,88,Spring,2011,Jan,16:00 - 20:00,No,Wednesday,Yes,Clear,9.84,12.879999999999999,48.0,7.0015,2,110,112
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,89,Spring,2011,Jan,20:00 - 00:00,No,Wednesday,Yes,Clear,9.84,12.879999999999999,48.0,7.0015,1,53,54
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,90,Spring,2011,Jan,20:00 - 00:00,No,Wednesday,Yes,Clear,9.02,13.635,64.0,0.0,0,48,48
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,91,Spring,2011,Jan,20:00 - 00:00,No,Wednesday,Yes,Clear,9.02,12.879999999999999,64.0,6.0032,1,34,35
4,2011-01-04,Spring,2011,Jan,No,Wednesday,Yes,Clear,0.2,0.212122,0.590435,0.160296,108,1454,1562,92,Spring,2011,Jan,20:00 - 00:00,No,Wednesday,Yes,Clear,8.200000000000001,11.365,69.0,6.0032,2,9,11
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,93,Spring,2011,Jan,00:00 - 04:00,No,Thursday,Yes,Clear,8.200000000000001,12.879999999999999,64.0,0.0,0,6,6
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,94,Spring,2011,Jan,00:00 - 04:00,No,Thursday,Yes,Clear,6.5600000000000005,9.85,74.0,6.0032,0,6,6
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,95,Spring,2011,Jan,00:00 - 04:00,No,Thursday,Yes,Clear,6.5600000000000005,9.85,74.0,6.0032,0,2,2
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,96,Spring,2011,Jan,04:00 - 08:00,No,Thursday,Yes,Clear,9.84,11.365,48.0,15.001299999999999,0,2,2
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,97,Spring,2011,Jan,04:00 - 08:00,No,Thursday,Yes,Clear,9.02,11.365,47.0,11.0014,0,3,3
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,98,Spring,2011,Jan,04:00 - 08:00,No,Thursday,Yes,Clear,8.200000000000001,9.85,47.0,15.001299999999999,0,33,33
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,99,Spring,2011,Jan,04:00 - 08:00,No,Thursday,Yes,Clear,7.38,9.09,43.0,12.998000000000001,1,87,88
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,100,Spring,2011,Jan,08:00 - 12:00,No,Thursday,Yes,Clear,8.200000000000001,9.09,40.0,19.999499999999998,3,192,195
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,101,Spring,2011,Jan,08:00 - 12:00,No,Thursday,Yes,Clear,9.02,9.85,37.0,22.0028,6,109,115
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,102,Spring,2011,Jan,08:00 - 12:00,No,Thursday,Yes,Clear,9.02,9.85,37.0,22.0028,4,53,57
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,103,Spring,2011,Jan,08:00 - 12:00,No,Thursday,Yes,Clear,10.66,11.365,33.0,22.0028,12,34,46
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,104,Spring,2011,Jan,12:00 - 16:00,No,Thursday,Yes,Clear,10.66,11.365,33.0,22.0028,5,74,79
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,105,Spring,2011,Jan,12:00 - 16:00,No,Thursday,Yes,Clear,11.48,12.879999999999999,30.0,19.999499999999998,6,65,71
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,106,Spring,2011,Jan,12:00 - 16:00,No,Thursday,Yes,Clear,12.299999999999999,14.395,28.000000000000004,12.998000000000001,10,52,62
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,107,Spring,2011,Jan,12:00 - 16:00,No,Thursday,Yes,Clear,12.299999999999999,14.395,28.000000000000004,12.998000000000001,7,55,62
5,2011-01-05,Spring,2011,Jan,No,Thursday,Yes,Clear,0.226957,0.22927,0.436957,0.1869,82,1518,1600,108,Spring,2011,Jan,16:00 - 20:00,No,Thursday,Yes,Clear,12.299999999999999,15.909999999999998,28.000000000000004,6.0032,4,85,89
